2025-10-18 08:30:18.000000,0.05982
2025-10-18 08:30:48.000000,0.0586
2025-10-18 08:31:18.000000,0.05982
2025-10-18 08:31:48.000000,0.05982
2025-10-18 08:32:18.000000,0.0586
2025-10-18 08:32:48.000000,0.0586
2025-10-18 08:33:18.000000,0.0586
2025-10-18 08:33:48.000000,0.0586
2025-10-18 08:34:18.000000,0.0586
2025-10-18 08:34:48.000000,0.0586
2025-10-18 08:35:18.000000,0.0586
2025-10-18 08:35:48.000000,0.0586
2025-10-18 08:36:18.000000,0.0586
2025-10-18 08:36:48.000000,0.0586
2025-10-18 08:37:18.000000,0.0586
2025-10-18 08:37:48.000000,0.0586
2025-10-18 08:38:18.000000,0.0586
2025-10-18 08:38:48.000000,0.0586
2025-10-18 08:39:18.000000,0.0586
2025-10-18 08:39:48.000000,0.0586
2025-10-18 08:40:18.000000,0.0586
2025-10-18 08:40:48.000000,0.0586
2025-10-18 08:41:18.000000,0.0586
2025-10-18 08:41:48.000000,0.0586
2025-10-18 08:42:18.000000,0.0586
2025-10-18 08:42:48.000000,0.0586
2025-10-18 08:43:18.000000,0.0586
2025-10-18 08:43:48.000000,0.0586
2025-10-18 08:44:18.000000,0.0586
2025-10-18 08:44:48.000000,0.0586
2025-10-18 08:45:18.000000,0.0586
2025-10-18 08:45:48.000000,0.0586
2025-10-18 08:46:18.000000,0.0586
2025-10-18 08:46:48.000000,0.0586
2025-10-18 08:47:18.000000,0.0586
2025-10-18 08:47:48.000000,0.0586
2025-10-18 08:48:18.000000,0.0586
2025-10-18 08:48:48.000000,0.0586
2025-10-18 08:49:18.000000,0.0586
2025-10-18 08:49:48.000000,0.0586
2025-10-18 08:50:18.000000,0.0586
2025-10-18 08:50:48.000000,0.0586
2025-10-18 08:51:18.000000,0.0586
2025-10-18 08:51:48.000000,0.0586
2025-10-18 08:52:18.000000,0.0586
2025-10-18 08:52:48.000000,0.0586
2025-10-18 08:53:18.000000,0.0586
2025-10-18 08:53:48.000000,0.0586
2025-10-18 08:54:18.000000,0.0586
2025-10-18 08:54:48.000000,0.0586
2025-10-18 08:55:18.000000,0.0586
2025-10-18 08:55:48.000000,0.0586
2025-10-18 08:56:18.000000,0.0586
2025-10-18 08:56:48.000000,0.0586
2025-10-18 08:57:18.000000,0.0586
2025-10-18 08:57:48.000000,0.0586
2025-10-18 08:58:18.000000,0.0586
2025-10-18 08:58:48.000000,0.0586
2025-10-18 08:59:18.000000,0.0586
2025-10-18 08:59:48.000000,0.0586
2025-10-18 09:00:18.000000,0.0586
2025-10-18 09:00:48.000000,0.0586
2025-10-18 09:01:18.000000,0.0586
2025-10-18 09:01:48.000000,0.0586
2025-10-18 09:02:18.000000,0.0586
2025-10-18 09:02:48.000000,0.0586
2025-10-18 09:03:18.000000,0.0586
2025-10-18 09:03:48.000000,0.0586
2025-10-18 09:04:18.000000,0.0586
2025-10-18 09:04:48.000000,0.0586
2025-10-18 09:05:18.000000,0.0586
2025-10-18 09:05:48.000000,0.0586
2025-10-18 09:06:18.000000,0.0586
2025-10-18 09:06:48.000000,0.0586
2025-10-18 09:07:18.000000,0.0586
2025-10-18 09:07:48.000000,0.0586
2025-10-18 09:08:18.000000,0.0586
2025-10-18 09:08:48.000000,0.0586
2025-10-18 09:09:18.000000,0.0586
2025-10-18 09:09:48.000000,0.0586
2025-10-18 09:10:18.000000,0.0586
2025-10-18 09:10:48.000000,0.0586
2025-10-18 09:11:18.000000,0.0586
2025-10-18 09:11:48.000000,0.0586
2025-10-18 09:12:18.000000,0.0586
2025-10-18 09:12:48.000000,0.0586
2025-10-18 09:13:18.000000,0.0586
2025-10-18 09:13:48.000000,0.0586
2025-10-18 09:14:18.000000,0.0586
2025-10-18 09:14:48.000000,0.0586
2025-10-18 09:15:18.000000,0.0586
2025-10-18 09:15:48.000000,0.0586
